# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CAT	847	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism|therapeutic		15111504|15531508
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CBS	875	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23665415
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CCDC92	80212	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CCND2	894	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		24464100
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CDKAL1	54901	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		17460697|23104008|23202124
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CDO1	1036	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23665415
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CISD2	493856	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CMIP	80790	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CNKSR2	22866	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CPT1A	1374	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CYBA	1535	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		15531508
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CYP1A2	1544	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22244987
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CYP3A2	266682	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22244987
d008659	Diabetes Mellitus, Type 2	MESH:D003924	CYP3A23/3A1	25642	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22244987
d008659	Diabetes Mellitus, Type 2	MESH:D003924	DGKD	8527	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ECE1	1889	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16387788
d008659	Diabetes Mellitus, Type 2	MESH:D003924	EDN1	1906	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16387788
d008659	Diabetes Mellitus, Type 2	MESH:D003924	EDNRA	1909	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16387788
d008659	Diabetes Mellitus, Type 2	MESH:D003924	EDNRB	1910	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16387788
d008659	Diabetes Mellitus, Type 2	MESH:D003924	EGFR	1956	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22238402
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ENPP1	5167	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	
d008659	Diabetes Mellitus, Type 2	MESH:D003924	EPC2	26122	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ETS1	2113	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	FAM234A	83986	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	FAS	355	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366
d008659	Diabetes Mellitus, Type 2	MESH:D003924	FGF21	26291	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	therapeutic		26797127
d008659	Diabetes Mellitus, Type 2	MESH:D003924	FTO	79068	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23104008
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GCG	2641	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23466488
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GCGR	2642	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GCK	2645	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	15102714|15161764|16123366|20081858
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GCKR	2646	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		20081858
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GLIS3	169792	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22158537
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GLP1R	2740	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GNB3	2784	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		12511541
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GP2	2813	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GPD2	2820	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	16123366
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GPX1	2876	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366|23795780
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GRB14	2888	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		21874001
d008659	Diabetes Mellitus, Type 2	MESH:D003924	GSTM1	2944	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22652274
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HBA1	3039	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16632892
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HHEX	3087	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23104008
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HK1	3098	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HLA-DRB5	3127	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HMG20A	10363	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		21874001
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HMGA1	3159	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	23512162
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HMOX1	3162	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism|therapeutic		12136229|16123366|16959961
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HNF1A	6927	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HNF1B	6928	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism|therapeutic	125853	17603485
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HNF4A	3172	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	17317762|21874001|22158537
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HP	3240	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16506275
d008659	Diabetes Mellitus, Type 2	MESH:D003924	HPX	3263	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16506275
d008659	Diabetes Mellitus, Type 2	MESH:D003924	IAPP	3375	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366|23793354
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ICAM1	3383	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		24513509
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ID1	3397	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		16123366
d008659	Diabetes Mellitus, Type 2	MESH:D003924	IGF2BP2	10644	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	
d008659	Diabetes Mellitus, Type 2	MESH:D003924	IL13RA1	3597	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	INPPL1	3636	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		12086927|25635986
d008659	Diabetes Mellitus, Type 2	MESH:D003924	INS	3630	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism|therapeutic		11522680|11978674|15531508|16259526|16519038|21680998|21779873|23349674|3511099|7573102
d008659	Diabetes Mellitus, Type 2	MESH:D003924	INS1	16333	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		19586609
d008659	Diabetes Mellitus, Type 2	MESH:D003924	IRS1	3667	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	10430617|12679424|15688983|19734900|28869590|8104271|8723689
d008659	Diabetes Mellitus, Type 2	MESH:D003924	IRS2	8660	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ITGA1	3672	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	ITLN1	55600	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23555749
d008659	Diabetes Mellitus, Type 2	MESH:D003924	JADE2	23338	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	JAZF1	221895	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		18372903
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KCNJ11	3767	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	16123366|22209866
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KCNK16	83795	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22158537
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KCNQ1	3784	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		18711366|18711367|26551672
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KCNU1	157855	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KL	9365	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28869590
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KLF14	136259	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		29632379
d008659	Diabetes Mellitus, Type 2	MESH:D003924	KSR2	283455	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		30718926
d008659	Diabetes Mellitus, Type 2	MESH:D003924	LEP	3952	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	therapeutic		15070752
d008659	Diabetes Mellitus, Type 2	MESH:D003924	LEPR	3953	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		20175764|22933112|24263156|26939912
d008659	Diabetes Mellitus, Type 2	MESH:D003924	LIPC	3990	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	15126514|15656877
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MAEA	10296	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		22158537
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MAPK8IP1	9479	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	125853	
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MAT1A	4143	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		23665415
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR10B	406903	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR1226	100302232	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR1228	100302201	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR1249	100302149	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR125B1	406911	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		24478399
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR126	406913	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		24478399
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR1260A	100302236	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR1260B	100422991	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
d008659	Diabetes Mellitus, Type 2	MESH:D003924	MIR127	406914	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism		28545106
